Company_name,layoff_size,dates,Ticker
SAINT-GOBAIN CERTAINTEED,50.0,['2019-01-03'],
SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION,318.0,"['2019-07-01', '2019-07-29', '2023-08-23', '2024-01-26']",
SAINT-GOBAIN SEFPRO CORHART REFRACTORIES,53.0,['2020-01-10'],
"SAINT-GOBAIN, SEKURIT",229.0,"['2020-04-02', '2020-07-03']",SGO.PA
SAJE NATURAL WELLNESS,95.0,['2020-04-30'],
SAKS & COMPANY,1177.0,"['2015-06-12', '2026-01-01', '2026-01-23', '2026-01-29', '2026-02-01', '2026-02-10', '2026-03-06', '2026-03-17']",
SAKS & COMPANY LLC (DBA NEIMAN MARCUS),73.0,['2026-02-10'],
SAKS & COMPANY LLC (SAKS FIFTH AVENUE - SAN ANTONIO),141.0,"['2026-03-06', '2026-03-09']",
"SAKS & COMPANY, LLC",435.0,['2026-03-01'],VRT
SAKS FIFTH AVENUE,1536.0,"['2010-07-17', '2010-08-17', '2010-10-06', '2010-10-23', '2012-05-04', '2013-04-24', '2014-01-14', '2014-10-01', '2016-06-01', '2020-04-20', '2021-03-11', '2026-02-01', '2026-02-10', '2026-03-06']",
SAKS FIFTH AVENUE OFF 5TH,31.0,['2019-07-16'],
SAKS FIFTH AVENUE-AUSTIN,64.0,['2012-09-07'],
SAKS FIFTH AVENUE-DALLAS,123.0,['2013-01-31'],
SAKS GLOBAL TENNESSEE FULFILLMENT CENTER,446.0,['2025-04-17'],
SAKS INCORPORATED SAKS FIFTH AVENUE,50.0,['2016-05-17'],
"SAKS, LLC",90.0,['2023-11-01'],SAK-R.BK
SAKS.COM,100.0,['2023-01-19'],
SALAMANDER RESORT & SPA,225.0,['2020-05-15'],
SALEM COUNTY IMPROVEMENT AUTHORITY,92.0,['2011-04-01'],
"SALEM MEDICAL PROFESSIONALS, P.C.",11.0,['2018-11-01'],PCSGH.BK
SALES BOOMERANG,20.0,['2022-10-20'],
SALESFORCE,16525.0,"['2020-08-26', '2022-10-13', '2022-11-07', '2023-01-04', '2023-08-02', '2024-01-26', '2024-07-15', '2025-02-03', '2025-08-31', '2025-09-03', '2025-09-04', '2026-02-09']",CRM
"SALESFORCE, INC.",1911.0,"['2023-01-06', '2023-02-15', '2023-03-10', '2023-04-05', '2024-02-05', '2024-09-26', '2025-02-05', '2025-09-02', '2026-03-03']",CRM
SALESFORCECOM INC,165.0,['2020-08-27'],
SALESLOFT,155.0,"['2020-05-07', '2023-02-07']",
SALK CLUBHOUSE,12.0,['2024-05-17'],
SALON DELANGE,14.0,['2020-03-19'],
SALSIFY,260.0,"['2020-04-03', '2022-11-16', '2023-10-25']",SLSFZZX
SALTO,110.0,"['2023-07-20', '2024-11-12', '2025-06-10']",0P000198AK.SA
SALVATION ARMY (UPDATED),135.0,['2025-10-29'],
"SAM LEVIN FURNITURE, LLC",456.0,"['2018-10-15', '2020-03-01']",VRT
SAM LEVITS,696.0,"['2011-12-05', '2020-03-25']",
SAM LEVITZ FURNITURE,809.0,"['2020-03-25', '2024-08-06']",
SAM'S CLUB,3310.0,"['2010-01-10', '2016-01-15', '2018-01-01', '2018-01-11', '2018-01-16']",
SAM'S CLUB #4733 NORFOLK,140.0,['2018-01-11'],
SAM'S CLUB #4766,734.0,"['2017-08-09', '2018-01-11']",
SAM'S CLUB #4788 RICHMOND,163.0,['2018-01-11'],
SAM'S CLUB #4812,1006.0,"['2018-01-11', '2018-01-22']",
SAM'S CLUB #6558,126.0,['2017-06-01'],
SAM'S CLUB (#6526),799.0,['2018-01-11'],
SAM'S CLUB (#8171),443.0,['2018-01-11'],
SAM'S CLUB - E. WASHINGTON STREET STORE,314.0,['2018-01-11'],
SAM'S CLUB - ELKHART ROAD STORE,220.0,['2018-01-11'],
SAM'S CLUB - W 86TH STREET STORE,304.0,['2018-01-11'],
SAM'S CLUB 6278,168.0,['2018-01-01'],
SAM'S CLUB 6544,291.0,['2018-01-11'],
SAM'S CLUB 8131,143.0,['2018-01-11'],
"SAM'S MAIN STREET LLC, DBA SAM'S ANCHOR CAF&EACUTE;",68.0,['2020-04-29'],
SAM'S TOWN,100.0,['2013-01-23'],
SAM'S TOWN HOTEL & CASINO,1134.0,['2020-05-22'],
SAM'S TOWN HOTEL & GAMBLING HALL,1719.0,"['2020-05-01', '2020-05-22', '2020-06-25']",
SAMA,200.0,"['2022-08-31', '2022-09-12', '2022-11-02']",AGII.JK
SAMARITAS,410.0,"['2020-05-20', '2024-09-27', '2026-04-07']",
SAMBANOVA,79.0,"['2025-04-23', '2025-04-25']",SAMNZZX
SAMBANOVA SYSTEMS,101.0,['2025-04-22'],
SAMMY&RSQUO;S WOODFIRED PIZZA & GRILL/TOAST GASTROBRUNCH/TOASTED GASTROBRUNCH,330.0,['2020-03-25'],
SAMS CLUB DISTRIBUTION CENTER-BLOOMINGTON,52.0,['2019-07-01'],
SAMSON RESOUCES,265.0,"['2015-03-27', '2017-01-19']",
SAMSON TECHNOLOGIES CORPORATION,26.0,['2016-07-08'],
SAMSUNG,30.0,['2023-03-14'],005930.KS
SAMSUNG AUSTIN SEMICONDUCTORS LLC-CENTRAL PROCESSING UNIT,290.0,['2019-10-29'],
SAMSUNG SDI AMERICA,217.0,"['2020-04-13', '2024-12-18']",
"SAMSUNG SDS GLOBAL SCL AMERICA, INC.",27.0,['2019-09-09'],MU
"SAMSUNG SEMICONDUCTOR, INC.",243.0,"['2014-06-10', '2019-11-27', '2021-01-22']",MU
SAMURAI INC.,103.0,['2020-04-07'],
SAM‚ÄÔS CLUB,525.0,['2018-01-11'],
SAN DIEGO BLOOD BANK,44.0,['2011-01-18'],
SAN DIEGO BREAD COMPANY,90.0,"['2011-03-27', '2011-04-22']",
SAN DIEGO CHRYSLER DODGE JEEP,8.0,['2020-05-18'],
SAN DIEGO CONVENTION CENTER CORPORATION,224.0,"['2020-04-15', '2020-06-25', '2020-11-05', '2021-03-12', '2021-03-23']",
"SAN DIEGO GAMING VENTURES, LLC",650.0,['2018-04-02'],VRT
"SAN DIEGO IMAGING - CHULA VISTA, LLC",63.0,['2025-10-28'],VRT
SAN DIEGO IMAGING - KEARNY MESA,32.0,['2025-10-28'],
"SAN DIEGO IMAGING MANAGEMENT, INC.",52.0,['2023-12-04'],MU
SAN DIEGO MARRIOTT HOTEL & MARINA,42.0,['2010-04-03'],
SAN DIEGO OPERA,41.0,"['2014-01-14', '2014-04-14']",
SAN DIEGO TOURISM AUTHORITY (SDTA),84.0,['2013-05-06'],
"SAN DIEGO UNION-TRIBUNE, LLC",275.0,"['2012-11-30', '2015-05-26', '2020-04-28']",VRT
SAN DIMAS FITNESS LLC,53.0,['2020-06-24'],
"SAN DIMAS LUGGAGE CO., INC.",86.0,['2020-05-14'],MU
SAN FAB INDUSTRIAL CONTRACTING,125.0,['2016-06-21'],
SAN FERNANDO MOTOR COMPANY DBA RYDELL CHRYSLER DODGE JEEP RAM,45.0,['2020-04-28'],
SAN FERNANDO VALLEY AUTOMOTIVE GROUP DBA RYDELL AUTOMOTIVE GROUP,47.0,['2020-04-28'],
SAN FRANCISCO ART INSTITUTE (SFAI),74.0,['2022-05-10'],
SAN FRANCISCO MARRIOTT MARQUIS,22.0,['2014-09-18'],
SAN FRANCISCO MARRIOTT MARQUIS-FOURTH ST BAR&GRILL,24.0,['2013-04-01'],
SAN FRANCISCO SPCA,162.0,"['2020-03-27', '2020-09-26', '2022-04-01']",
SAN JOAQUIN VALLEY COLLEGE INC.,59.0,"['2020-06-08', '2020-07-03', '2020-07-13']",
SAN JOSE AIRPORT GARDEN HOTEL,123.0,['2015-08-31'],
SAN JOSE DISTRIBUTION SERVICES INC,17.0,['2025-03-25'],
SAN LUIS OBISPO COUNTY YMCA,110.0,['2020-04-11'],
SAN LUIS REY DOWNS GOLF COURSE,47.0,['2014-06-10'],
SAN MANUEL BAND OF MISSION INDIANS,225.0,"['2020-06-06', '2020-06-10', '2020-09-25']",
SAN MANUEL CASINO,1227.0,"['2020-06-09', '2020-06-10', '2020-09-25']",
"SAN MIGUEL PRODUCE, INC.",127.0,['2024-05-07'],MU
SAN YSIDRO HEALTH,111.0,['2020-05-15'],
SANA BENEFITS,73.0,"['2023-02-07', '2023-11-01']",
SANCTUARY CAMELBACK,321.0,['2020-04-02'],
SAND KEY ASSOCIATES LIMITED PARTNERSHIP DBA SHERATON SAND KEY RESORT,231.0,['2020-04-21'],
"SANDBERG FURNITURE MANUFACTURING CO., INC.",105.0,['2018-03-16'],MU
SANDBOX VR,80.0,['2020-05-01'],
"SANDERSON PLUMBING PRODUCTS, INC.",244.0,['2014-02-28'],MU
"SANDLAND43, LLC DBA WATERBAR SAN DIEGO",134.0,['2020-04-08'],
SANDLER TRAVIS TRADE ADVISORY,82.0,['2023-03-31'],
"SANDOZ INC, A NOVARTIS DIVISION (NEXT PHASE)",104.0,"['2019-01-17', '2019-03-18']",
SANDOZ INC.,65.0,['2018-02-06'],
SANDOZ-NOVARTIS,128.0,"['2019-07-06', '2019-07-08', '2019-08-05']",
SANDOZ/NOVARTIS (2ND WAVE OF LAYOFFS),232.0,['2019-02-11'],
SANDPIPER,25.0,['2025-09-03'],
SANDRIDGE ENERGY,108.0,"['2020-02-04', '2020-04-16', '2020-04-17', '2020-05-28']",SD
SANDVIK,49.0,['2016-07-29'],SANDS.XC
SANDVIK MACHINING SOLUTIONS USA,90.0,['2020-10-01'],
"SANDVIK SPECIAL METALS, LLC",50.0,['2020-08-31'],VRT
SANDY ALEXANDER,151.0,['2026-04-01'],
SANFORD LLP,78.0,['2016-07-11'],
"SANGAMO THERAPEUTICS, INC.",132.0,"['2023-05-09', '2023-12-06']",SGMO
SANIBEL MARRIOTT HARBOUR RESORT & SPA,52.0,['2021-03-23'],
SANITATION SPECIALISTS,36.0,"['2026-03-12', '2026-03-13']",
SANJEL,451.0,"['2016-03-30', '2016-05-05', '2016-05-31']",
SANJEL (USA),312.0,['2016-05-05'],
SANJEL (USA) - CIBOLO,103.0,['2016-05-05'],
SANJEL (USA)- HOUSTON,11.0,['2016-05-02'],
SANKARA NY LLC DBA CASTLE HOTEL AND SPA,84.0,['2020-05-08'],
SANOFI,100.0,['2024-04-05'],SNY
"SANOFI AVENTIS US, INC.",1065.0,"['2010-09-01', '2012-01-01', '2020-09-02', '2023-11-13']",MU
SANOFI US,255.0,"['2018-12-19', '2021-04-01']",
SANOFI'S PRINCIPIA BIOPHARMA,38.0,['2021-08-31'],
SANOFI-AVENTIS,337.0,['2012-05-03'],
SANTA BARBARA ZOO,120.0,['2020-04-03'],
SANTA CRUZ NUTRITIONALS,325.0,"['2022-07-26', '2022-09-29']",
SANTA FE FARMS,6.0,['2021-10-29'],
SANTA FE SPRINGS SWAP MEET,109.0,['2025-07-01'],
SANTA FE STATION HOTEL & CASINO,653.0,['2020-05-01'],
SANTA MARIA VALLEY YMCA,174.0,"['2020-04-11', '2026-04-20']",
SANTA MONICA BRENTWOOD AUTOMOTIVE LLC DBA SANTA MONICA AUDI,116.0,['2020-04-16'],
"SANTA TERESITA, INC.",96.0,['2022-08-29'],MU
SANTANDER,216.0,"['2020-09-30', '2022-02-02']",SAN.MC
SANTANDER BANK,18.0,['2020-10-01'],BKZHF
"SANTANDER BANK, LLC",53.0,['2022-02-01'],BKZHF
"SANTANDER BANK, N.A.",207.0,"['2019-08-01', '2020-10-01', '2023-04-01']",BKZHF
SANTANDER CONSUMER USA,905.0,"['2011-03-15', '2012-06-01', '2021-03-23']",
SANTANDER CONSUMER USA INC DBA TRIAD FINANCIAL SM,28.0,['2010-01-28'],
"SANYO NORTH AMERICA CORPORATION, DIGITAL SOLUTIONS",150.0,"['2012-03-30', '2020-03-27']",603825.SS
"SANYO SOLAR USA, LLC",141.0,"['2012-03-22', '2012-04-30', '2012-05-31', '2012-06-30', '2012-07-31']",VRT
SANYO SOLARE OF OREGON LLC,50.0,['2013-04-25'],
SAP,14416.0,"['2019-03-13', '2022-08-31', '2023-01-26', '2023-09-27', '2023-11-08', '2024-01-23', '2024-02-05', '2026-04-15']",SAP
SAP LABS,302.0,"['2020-05-09', '2023-02-24']",
SAP SUCCESSFACTORS 2019,30.0,['2019-05-01'],
"SAPANGO INC., DBA TRE POSTI",130.0,['2025-06-05'],
SAPPHIRE COAL COMPANY - ADVANTAGE MINE SITE,654.0,"['2012-04-18', '2012-06-07', '2012-06-15', '2012-07-12', '2014-06-30']",
SAPUTO,60.0,['2014-03-26'],SAP.TO
SAPUTO CHEESE USA,694.0,"['2018-01-30', '2019-04-25', '2023-11-09', '2024-02-13', '2025-09-05']",
"SAPUTO CHEESE USA, INC. - REVISION 1",120.0,['2018-03-30'],
SARA LEE,252.0,"['2011-05-12', '2012-01-19', '2016-08-26', '2020-03-26']",
"SARA LEE FROZEN BAKERY, LLC",210.0,['2020-05-11'],VRT
SARABETHS CPS LLC DBA SARABETHS,233.0,['2020-03-30'],
SARATOGA CASINO HOLDINGS LLC,401.0,['2020-07-15'],
SARCOS,295.0,"['2023-07-17', '2023-11-14', '2024-01-16']",
SARPY COUNTY LANDFILL,10.0,['2016-12-03'],
"SARTORIUS STEDIM SUS, INC.",91.0,['2012-10-12'],MU
SAS,250.0,"['2023-05-01', '2023-07-13']",SSL
SAS AIRPORT SERVICES HAWAII INC,550.0,['2022-08-24'],
SAS AUTOMOTIVE USA,429.0,"['2020-04-08', '2020-06-06']",
SAS RESTAURANT VENTURES,32.0,['2020-03-31'],
SAS RESTAURANT VENTURES (DENNY'S),305.0,"['2020-03-31', '2020-06-24']",
"SAS RESTAURANT VENTURES, INC. DBA DENNY&RSQUO;S",144.0,"['2020-06-17', '2020-08-11', '2020-08-12']",
"SASSY, INC.",72.0,['2014-06-20'],SSYRF
SATELLOGIC,104.0,"['2024-05-24', '2024-06-14']",SATL
SATHER TRUCKING COMPANY,24.0,['2012-07-03'],
SAUCE LABS,30.0,['2020-04-02'],SAUEZZX
SAUCED BBQ & SPIRITS - SACRAMENTO LP,229.0,['2020-04-13'],
SAUCED BBQ & SPIRITS-LIVERMORE,75.0,['2020-04-13'],
SAULSBURY INDUSTRIES,193.0,"['2019-02-08', '2019-03-14', '2020-05-07']",
SAULSBURY INDUSTRIES-HENDERSON,58.0,['2020-05-07'],
"SAVANT SYSTEMS, LLC",18.0,['2016-10-07'],VRT
SAVE BEST STORE,8.0,['2018-08-31'],
SAVE MART,100.0,['2022-09-14'],
SAVE MART SUPERMARKETS,325.0,['2016-06-07'],
SAVE MART SUPERMARKETS LLC DBA YOSEMITE WHOLESALE COMPANY,281.0,"['2020-03-26', '2024-09-03']",
SAVE-A-LOT,64.0,['2017-01-19'],
SAVERS,2087.0,"['2010-04-08', '2012-01-05', '2012-01-09', '2012-01-23', '2012-02-10', '2012-03-31', '2012-04-09', '2012-04-16', '2012-10-23', '2012-11-15', '2013-01-11', '2013-01-30', '2013-07-11', '2014-02-20', '2015-10-26', '2017-01-05', '2017-03-02', '2017-07-11', '2018-04-01', '2018-04-25', '2018-06-01', '2018-06-14', '2018-09-13', '2018-10-01', '2018-11-02', '2019-02-28', '2019-03-10', '2019-03-29', '2019-04-03', '2022-06-01', '2024-05-02']",SVV
SAVERS (THRIFT STORE),58.0,['2017-03-02'],
SAVERS BLOOMINGTON,25.0,['2018-05-01'],
SAVERS MPLS 2019,133.0,['2019-04-01'],
"SAVI TECHNOLOGY, INC",153.0,"['2010-11-29', '2011-01-10', '2012-11-17', '2016-05-25']",300652.SZ
"SAVISTA, LLC AT NORTHWESTERN MEMORIAL HOSPITAL",202.0,['2022-06-10'],
SAVISTA@LANE REGIONAL,17.0,['2024-04-12'],
"SAVOR, INC. (AT MCCORMICK PLACE)",951.0,['2023-08-09'],SVRT-M.TA
SAWGRASS MARRIOTT GOLF RESORT & SPA,408.0,['2020-06-09'],
SAXON MORTGAGE (FT.WORTH),454.0,['2012-03-28'],
SAXON MORTGAGE (IRVING),226.0,['2012-03-28'],
SAY SAN DIEGO,68.0,"['2020-05-13', '2020-09-29']",
"SAY SAN DIEGO, INC DBA SAY SAN DIEGO",124.0,['2020-04-22'],
"SB CAPITAL ACQUISITION, LLC",163.0,"['2013-09-30', '2013-12-01']",VRT
"SB CLINICAL NETWORK IPA, LLC",128.0,"['2020-02-04', '2023-12-20']",VRT
SBAR'S INCORPORATED,82.0,['2020-01-01'],
SBARRO,43.0,['2014-06-02'],
SBE DBA KATSUYA,256.0,['2020-05-19'],
SBE DBA UMAMI 57TH STREET AND PRIVILEGE BAR,71.0,['2020-03-27'],
SBG CONSTRUCTION CORP.,29.0,['2020-03-30'],
SBLI USA MUTUAL LIFE INSURANCE CO. INC,73.0,"['2010-06-01', '2010-07-16', '2010-09-01']",
"SBLI USA MUTUAL LIFE INSURANCE COMPANY, INC. MANHATTAN CUSTOMER CARE CENTER",24.0,['2010-06-15'],
SBR&C LLC,75.0,['2020-03-23'],
SBY RG2 -1101 LLC MEI,25.0,['2020-10-13'],
"SC & BP SERVICES, INC. (TEXCARE SITE)",55.0,['2019-03-04'],
SC DATA CENTER,632.0,['2016-03-02'],
SCALE AI,200.0,"['2023-01-09', '2025-07-16']",SCALZZX
SCALEFACTOR,90.0,['2020-06-23'],
SCALEFOCUS,120.0,['2020-06-11'],
SCALES SEAFOOD & STEAKS,75.0,['2020-04-20'],
SCAN HEALTH PLAN ARIZONA,64.0,['2012-02-29'],
SCANLAN MANAGEMENT LLC DBA JACK IN THE BOX HAWAII,15.0,['2022-10-14'],
"SCARBOROUGH FARMS, INC.",101.0,['2020-08-17'],MU
SCARBOROUGH RESEARCH,220.0,['2014-05-06'],
SCE&G,67.0,['2013-12-31'],1966.HK
"SCENARIO-COCKRAM USA, INC.",53.0,['2023-07-27'],MU
SCENIC VIEW COMMUNITY CARE HOME,14.0,['2018-05-15'],
SCENTSY INC,263.0,"['2022-01-12', '2025-01-09']",
SCETV,9.0,['2012-01-27'],
SCHAEFFLER,189.0,['2020-07-31'],SCAFF
SCHAFER WOODWORKS INC.,25.0,['2020-04-14'],
"SCHATZI CORP, WALLSE RESTAURANT",32.0,['2020-03-20'],
SCHAWK USA INC.,25.0,['2022-07-26'],
SCHAWK/SGK,85.0,['2016-11-17'],
"SCHENECTADY REGIONAL ORTHOPEDIC ASSOCIATES, P.C.",79.0,['2014-04-02'],PCSGH.BK
"SCHENKER, INC. - KRAFT",45.0,['2022-06-08'],
"SCHENKER, INC. - KRAFT, 1006 RAILHEAD",85.0,['2022-06-08'],
SCHERER & TRIER,35.0,"['2013-11-08', '2014-07-01']",
SCHLETTER INC.,16.0,['2018-04-25'],
SCHLOTZSKY'S,13.0,['2018-02-05'],
SCHLUMBERGER TECHNOLOGY CORP.,81.0,['2020-04-22'],
"SCHMIDT RESTAURANT GROUP LLC D/B/A SALT + SMOKE (ST. LOUIS - 75, UNIVERSITY CITY - 84 & ST. CHARLES - 59)",218.0,['2020-03-18'],
SCHMIDT'S DEODORANT COMPANY LLC,52.0,['2018-09-07'],
"SCHMITT E.G., INC.",87.0,['2013-06-28'],MU
"SCHNADER, HARRISON, SEGAL & LEWIS, LLP",83.0,['2023-08-01'],5008.KL
SCHNEIDER ELECTRIC,518.0,"['2012-04-30', '2017-08-01', '2017-08-25', '2017-09-25', '2017-10-16', '2017-11-03', '2018-01-05', '2018-01-15', '2018-02-05', '2020-10-06', '2020-12-07', '2021-07-09', '2021-08-26', '2021-11-17', '2022-01-27', '2022-07-26', '2022-09-22', '2022-11-09', '2022-12-23', '2023-04-06', '2023-05-17']",SU.PA
SCHNEIDER ELECTRIC 5TH NOTICE,33.0,"['2021-09-30', '2021-10-27', '2021-11-23', '2022-01-18', '2022-03-01']",
SCHNEIDER ELECTRIC REVISED,596.0,"['2017-03-15', '2019-05-14']",
SCHNEIDER ELECTRIC REVISED (5/25/17),146.0,['2017-03-08'],
"SCHNEIDER ELECTRIC, U.S.A.",49.0,['2012-08-20'],SU.PA
SCHNEIDER LOGISITICS,115.0,"['2012-01-31', '2012-02-01']",
SCHNEIDER LOGISTICS INC. (SLI),111.0,"['2011-05-02', '2012-02-01', '2012-02-02']",
SCHNEIDER LOGISTICS TRANSLOADING AND,512.0,['2019-01-23'],
SCHNEIDER NATIONAL CARRIERS,71.0,['2012-11-18'],
SCHNEIDERMAN'S FURNITURE - ROCHESTER 2020,10.0,['2019-12-01'],
SCHOENEMAN BEAUTY SUPPLY INC,57.0,['2010-02-01'],
SCHOLASTIC,148.0,"['2011-03-03', '2020-04-13', '2020-05-20']",SCHL
SCHOLASTIC BOOK FAIRS,564.0,"['2020-04-01', '2020-04-02', '2020-04-06', '2020-04-13', '2020-04-15', '2020-05-20', '2021-03-01']",
SCHOLASTIC BOOK FAIRS-ARLINGTON,85.0,['2020-04-06'],
SCHOLASTIC BOOK FARIS-HOUSTON,86.0,['2020-04-06'],
"SCHOLLE IPN PACKAGING, INC.",250.0,"['2013-06-17', '2020-04-01']",MU
"SCHOOL DAYS, INC.",45.0,['2014-03-11'],MU
SCHOOL SISTERS OF NOTRE DAME,170.0,"['2020-10-30', '2022-08-10']",
"SCHOOL SPECIALTY, LLC",40.0,['2024-07-24'],SCOO
"SCHOOLMAN TRANSPORTATION SYSTEM, INC. A/K/A CLASSIC COACH",56.0,['2016-06-27'],
SCHOOLMINT,29.0,['2023-10-05'],
SCHOTT GEMTRON REVISED,109.0,"['2015-02-23', '2020-03-26']",
SCHREIBER FOODS INC.,114.0,"['2015-05-30', '2021-01-21']",
"SCHUCO-USA, LLLP",95.0,['2023-04-03'],
SCHUFF STEEL,63.0,['2024-07-03'],
SCHUFF STEEL COMPANY,524.0,"['2012-02-24', '2012-04-24', '2020-05-19', '2020-08-10', '2020-09-23', '2020-10-09']",
SCHUFF STEEL MIDWEST,50.0,['2010-03-24'],
SCHUFF STEEL ORLANDO PLANT,82.0,['2014-05-28'],
SCHULER SCHOLAR PROGRAM,83.0,['2024-03-22'],
SCHULTE COMPANIES AND ITS AFFILIATED COMPANIES INCLUDING SCHULTE HOSPITALITY GROUP (VARIOUS LOCATIONS),229.0,['2020-03-25'],
SCHULTE COMPANIES D/B/A COURTYARD BY MARRIOTT,32.0,['2020-04-01'],
SCHULTE COMPANIES D/B/A HAMPTON INN & SUITES,12.0,['2020-04-01'],
SCHULTE COMPANIES-CINEMA RIDGE,19.0,['2020-03-23'],
SCHULTE COMPANIES-E. HOUSTON,40.0,['2020-03-23'],
SCHULTE COMPANIES-LOOP 1604,40.0,"['2020-03-16', '2020-03-23']",
SCHULTE HOSPITALITY GROUP,831.0,"['2016-06-14', '2020-03-30', '2020-03-31', '2020-04-01', '2023-08-09']",
SCHULZ XTRUDED PRODUCTS (SXP),109.0,"['2017-07-07', '2024-02-13']",
SCHUMAN CHEESE,51.0,['2018-07-16'],
SCHUTT SPORTS (KRANOS CORPORATION),50.0,['2018-09-01'],
SCHUYLER CARE & REHABILITATION CENTER,53.0,['2019-05-11'],
"SCHWAAB, INC.",42.0,['2020-03-30'],MU
"SCHWAN COSMETICS USA, INC.",111.0,['2015-02-01'],MU
SCHWAN'S,8.0,['2020-10-05'],
SCHWANS HOME SERVICE - BURLINGTON / CYGNUS/ YELLOH,6.0,['2024-05-29'],
SCHWANS HOME SERVICE/ CYGNUS HOME SERVICE/ YELLOH,10.0,['2024-05-29'],
SCHWARTZ BROTHERS RESTAURANTS,297.0,['2020-03-18'],
SCHWARTZ ENTERPRISES OF NE,16.0,['2018-02-28'],
SCHWEBEL BAKING COMPANY,431.0,"['2014-12-08', '2016-03-09', '2019-03-18', '2020-04-02']",
"SCHWEITZER-MAUDUIT INTERNATIONAL, INC.",98.0,['2020-10-01'],MU
SCHWEIZER AIRCRAFT CORP. (D/B/A SIKORSKY MILITARY COMPLETIONS CENTER),959.0,"['2011-06-02', '2012-10-01']",
SCHWESER'S,57.0,"['2016-01-01', '2016-01-31']",
SCHWING ELECTRICAL SUPPLY CORP. (6 LONG ISLAND SITES),35.0,['2020-04-30'],
SCIENCE 37,230.0,"['2022-11-14', '2023-04-12']",
SCIENCE APPLICATION INTERNATIONAL,112.0,"['2010-07-01', '2014-11-21']",SAIC
SCIENCE APPLICATION INTERNATIONAL CORPORATION,1281.0,"['2010-04-27', '2010-12-10', '2011-01-21', '2011-08-01', '2012-06-11', '2012-08-01', '2013-02-01', '2013-04-12', '2016-06-30', '2021-02-16', '2022-03-01']",SAIC
"SCIENCE APPLICATIONS INT'L CORP. (SAIC) KENNEDY SPACE CENTER, O&C BUILDING (M7-0355) SAIC-LX",60.0,['2013-12-03'],
SCIENCE APPLICATIONS INTERNATIONAL CORP - FT. BLISS,133.0,"['2016-04-01', '2016-05-25']",
SCIENCE MUSEUM,201.0,"['2020-07-01', '2025-07-01']",
SCIENCE MUSEUM 2019,8.0,['2019-07-01'],
"SCIENCE SYSTEMS AND APPLICATIONS, INC.",613.0,"['2012-03-08', '2023-04-26', '2025-02-11', '2025-07-07']",MU
SCIOLEX CORPORATION - KENDALL UNITED STATES CITIZENSHIP & IMMIGREATION SERVICES,60.0,['2022-12-27'],
"SCIOTO DOWNS, INC. (ELDORADO SCIOTO DOWNS)",420.0,['2020-04-07'],
SCO FAMILY OF SERVICES @ BOB'S PLACE,6.0,['2012-07-25'],
SCO FAMILY OF SERVICES @ CROTONA INN,20.0,"['2012-07-25', '2022-12-01']",
SCO FAMILY OF SERVICES @ FLUSHING FAMILY RESIDENCE,6.0,['2012-07-25'],
SCO FAMILY OF SERVICES @ THE RENAISSANCE MEN'S SHELTER,34.0,['2015-04-01'],
SCOLARI'S FOOD,335.0,['2018-03-22'],
SCOLARI'S FOOD & DRUG COMPANY,230.0,['2012-06-10'],
SCOLARI'S WAREHOUSE MARKETS (SCOLARIS FOOD AND DRUG COMPANY),35.0,['2025-07-16'],
"SCOLARO, SHULMAN, COHEN, FETTER & BURSTEIN, PC (PRIMARY OFFICE)",50.0,['2013-03-22'],FOF
SCOOBEEZ INC-FARMERS BRANCH,45.0,['2020-08-28'],
SCOOBEEZ SAN DIEGO,94.0,['2017-10-27'],
"SCOOBEEZ, INC.",262.0,"['2020-08-31', '2020-09-28']",SCBZ
"SCOOBEEZ, INC.-AUSTIN",71.0,['2020-08-28'],SCBZ
"SCOOBEEZ, INC.-FT. WORTH",89.0,['2020-08-28'],SCBZ
"SCOOBEEZ, INC.-GARLAND",69.0,['2020-08-28'],SCBZ
SCOOP,92.0,"['2020-04-08', '2020-11-17']",XS246958254.MU
SCOTCH PLYWOOD COMPANY,74.0,['2021-01-12'],
SCOTT ARCHERY,123.0,"['2017-11-07', '2024-01-09']",
SCOTT COUNTY HOSPITAL,220.0,['2012-07-26'],
SCOTT J. SALONS (MULTIPLE SITES),202.0,['2020-03-21'],
SCOTT'S BUFFALO SUITES LLC (HAWTHORN SUITES),24.0,['2020-03-27'],
SCOTT'S CORPORATE SERVICES DBA SCOTT'S HOT CAKES/IHOP,258.0,['2020-04-01'],
"SCOTT'S CORPORATE SERVICES, INC. DBA SCOTT'S DEVELOPMENT COMPANY (HAWTHORNE SUITES)",37.0,['2020-04-01'],
"SCOTT'S CORPORATE SERVICES, INC. DBA SCOTT'S INN-19 (COMFORT INN)",27.0,['2020-04-01'],
SCOTT'S PEAK N' PEEK RESORT LLC,669.0,['2020-03-18'],
"SCOTT'S SEAFOOD GRILL & BAR (WALNUT CREEK), INC.",145.0,['2020-04-25'],MU
SCOTTRADE - AMERITRADE,73.0,"['2018-01-18', '2018-05-03']",
SCOTTS MIRACLE-GRO CO.,81.0,['2018-05-01'],SMG
SCOTTS TEMECULA OPERATIONS LLC,70.0,"['2022-07-14', '2022-10-28']",
SCOTTSDALE MARRIOTT AT MCDOWELL MOUNTAINS,122.0,['2020-06-02'],
